"condition","node","step","level"
"Th17","EP300",194,0
"Th17","EP300",195,0
"Th17","EP300",196,0
"Th17","EP300",197,0
"Th17","EP300",198,0
"Th17","EP300",199,0
"Th17","EP300",200,0
"Th17","IL10",0,0
"Th17","IL10",1,0
"Th17","IL10",2,0
"Th17","IL10",3,0
"Th17","IL10",4,0
"Th17","IL10",5,0
"Th17","IL10",6,0
"Th17","IL10",7,0
"Th17","IL10",8,0
"Th17","IL10",9,0
"Th17","IL10",10,0
"Th17","IL10",11,0
"Th17","IL10",12,0
"Th17","IL10",13,0
"Th17","IL10",14,0.005
"Th17","IL10",15,0.005
"Th17","IL10",16,0.005
"Th17","IL10",17,0.005
"Th17","IL10",18,0.01
"Th17","IL10",19,0.015
"Th17","IL10",20,0.02
"Th17","IL10",21,0.02
"Th17","IL10",22,0.02
"Th17","IL10",23,0.04
"Th17","IL10",24,0.055
"Th17","IL10",25,0.095
"Th17","IL10",26,0.12
"Th17","IL10",27,0.155
"Th17","IL10",28,0.195
"Th17","IL10",29,0.23
"Th17","IL10",30,0.295
"Th17","IL10",31,0.325
"Th17","IL10",32,0.355
"Th17","IL10",33,0.425
"Th17","IL10",34,0.46
"Th17","IL10",35,0.51
"Th17","IL10",36,0.55
"Th17","IL10",37,0.6
"Th17","IL10",38,0.64
"Th17","IL10",39,0.675
"Th17","IL10",40,0.685
"Th17","IL10",41,0.71
"Th17","IL10",42,0.72
"Th17","IL10",43,0.735
"Th17","IL10",44,0.75
"Th17","IL10",45,0.78
"Th17","IL10",46,0.815
"Th17","IL10",47,0.815
"Th17","IL10",48,0.815
"Th17","IL10",49,0.83
"Th17","IL10",50,0.835
"Th17","IL10",51,0.85
"Th17","IL10",52,0.86
"Th17","IL10",53,0.865
"Th17","IL10",54,0.875
"Th17","IL10",55,0.885
"Th17","IL10",56,0.885
"Th17","IL10",57,0.885
"Th17","IL10",58,0.885
"Th17","IL10",59,0.885
"Th17","IL10",60,0.885
"Th17","IL10",61,0.885
"Th17","IL10",62,0.88
"Th17","IL10",63,0.875
"Th17","IL10",64,0.85
"Th17","IL10",65,0.85
"Th17","IL10",66,0.825
"Th17","IL10",67,0.825
"Th17","IL10",68,0.795
"Th17","IL10",69,0.775
"Th17","IL10",70,0.75
"Th17","IL10",71,0.73
"Th17","IL10",72,0.695
"Th17","IL10",73,0.65
"Th17","IL10",74,0.605
"Th17","IL10",75,0.585
"Th17","IL10",76,0.515
"Th17","IL10",77,0.475
"Th17","IL10",78,0.455
"Th17","IL10",79,0.42
"Th17","IL10",80,0.385
"Th17","IL10",81,0.35
"Th17","IL10",82,0.325
"Th17","IL10",83,0.315
"Th17","IL10",84,0.285
"Th17","IL10",85,0.265
"Th17","IL10",86,0.23
"Th17","IL10",87,0.215
"Th17","IL10",88,0.195
"Th17","IL10",89,0.205
"Th17","IL10",90,0.18
"Th17","IL10",91,0.185
"Th17","IL10",92,0.17
"Th17","IL10",93,0.15
"Th17","IL10",94,0.145
"Th17","IL10",95,0.15
"Th17","IL10",96,0.16
"Th17","IL10",97,0.185
"Th17","IL10",98,0.19
"Th17","IL10",99,0.225
"Th17","IL10",100,0.28
"Th17","IL10",101,0.31
"Th17","IL10",102,0.365
"Th17","IL10",103,0.42
"Th17","IL10",104,0.465
"Th17","IL10",105,0.53
"Th17","IL10",106,0.585
"Th17","IL10",107,0.615
"Th17","IL10",108,0.655
"Th17","IL10",109,0.675
"Th17","IL10",110,0.7
"Th17","IL10",111,0.725
"Th17","IL10",112,0.74
"Th17","IL10",113,0.755
"Th17","IL10",114,0.775
"Th17","IL10",115,0.785
"Th17","IL10",116,0.795
"Th17","IL10",117,0.805
"Th17","IL10",118,0.81
"Th17","IL10",119,0.805
"Th17","IL10",120,0.805
"Th17","IL10",121,0.815
"Th17","IL10",122,0.83
"Th17","IL10",123,0.845
"Th17","IL10",124,0.865
"Th17","IL10",125,0.83
"Th17","IL10",126,0.78
"Th17","IL10",127,0.73
"Th17","IL10",128,0.705
"Th17","IL10",129,0.665
"Th17","IL10",130,0.615
"Th17","IL10",131,0.555
"Th17","IL10",132,0.515
"Th17","IL10",133,0.475
"Th17","IL10",134,0.44
"Th17","IL10",135,0.39
"Th17","IL10",136,0.36
"Th17","IL10",137,0.33
"Th17","IL10",138,0.3
"Th17","IL10",139,0.275
"Th17","IL10",140,0.27
"Th17","IL10",141,0.25
"Th17","IL10",142,0.24
"Th17","IL10",143,0.25
"Th17","IL10",144,0.225
"Th17","IL10",145,0.245
"Th17","IL10",146,0.25
"Th17","IL10",147,0.245
"Th17","IL10",148,0.24
"Th17","IL10",149,0.265
"Th17","IL10",150,0.27
"Th17","IL10",151,0.29
"Th17","IL10",152,0.3
"Th17","IL10",153,0.36
"Th17","IL10",154,0.4
"Th17","IL10",155,0.46
"Th17","IL10",156,0.52
"Th17","IL10",157,0.53
"Th17","IL10",158,0.56
"Th17","IL10",159,0.585
"Th17","IL10",160,0.615
"Th17","IL10",161,0.615
"Th17","IL10",162,0.635
"Th17","IL10",163,0.66
"Th17","IL10",164,0.675
"Th17","IL10",165,0.72
"Th17","IL10",166,0.735
"Th17","IL10",167,0.725
"Th17","IL10",168,0.715
"Th17","IL10",169,0.72
"Th17","IL10",170,0.735
"Th17","IL10",171,0.735
"Th17","IL10",172,0.765
"Th17","IL10",173,0.78
"Th17","IL10",174,0.76
"Th17","IL10",175,0.75
"Th17","IL10",176,0.75
"Th17","IL10",177,0.71
"Th17","IL10",178,0.68
"Th17","IL10",179,0.64
"Th17","IL10",180,0.6
"Th17","IL10",181,0.555
"Th17","IL10",182,0.535
"Th17","IL10",183,0.48
"Th17","IL10",184,0.465
"Th17","IL10",185,0.445
"Th17","IL10",186,0.42
"Th17","IL10",187,0.38
"Th17","IL10",188,0.35
"Th17","IL10",189,0.335
"Th17","IL10",190,0.315
"Th17","IL10",191,0.305
"Th17","IL10",192,0.305
"Th17","IL10",193,0.28
"Th17","IL10",194,0.27
"Th17","IL10",195,0.275
"Th17","IL10",196,0.28
"Th17","IL10",197,0.27
"Th17","IL10",198,0.29
"Th17","IL10",199,0.305
"Th17","IL10",200,0.285
"Th17","IFNG",0,0
"Th17","IFNG",1,0
"Th17","IFNG",2,0
"Th17","IFNG",3,0
"Th17","IFNG",4,0
"Th17","IFNG",5,0
"Th17","IFNG",6,0
"Th17","IFNG",7,0
"Th17","IFNG",8,0
"Th17","IFNG",9,0
"Th17","IFNG",10,0
"Th17","IFNG",11,0
"Th17","IFNG",12,0
"Th17","IFNG",13,0.005
"Th17","IFNG",14,0.005
"Th17","IFNG",15,0.005
"Th17","IFNG",16,0.005
"Th17","IFNG",17,0.005
"Th17","IFNG",18,0.005
"Th17","IFNG",19,0.005
"Th17","IFNG",20,0.005
"Th17","IFNG",21,0.005
"Th17","IFNG",22,0.005
"Th17","IFNG",23,0.005
"Th17","IFNG",24,0.01
"Th17","IFNG",25,0.01
"Th17","IFNG",26,0.01
"Th17","IFNG",27,0.015
"Th17","IFNG",28,0.02
"Th17","IFNG",29,0.02
"Th17","IFNG",30,0.025
"Th17","IFNG",31,0.025
"Th17","IFNG",32,0.025
"Th17","IFNG",33,0.03
"Th17","IFNG",34,0.045
"Th17","IFNG",35,0.05
"Th17","IFNG",36,0.055
"Th17","IFNG",37,0.055
"Th17","IFNG",38,0.055
"Th17","IFNG",39,0.055
"Th17","IFNG",40,0.07
"Th17","IFNG",41,0.07
"Th17","IFNG",42,0.07
"Th17","IFNG",43,0.075
"Th17","IFNG",44,0.075
"Th17","IFNG",45,0.08
"Th17","IFNG",46,0.08
"Th17","IFNG",47,0.075
"Th17","IFNG",48,0.08
"Th17","IFNG",49,0.075
"Th17","IFNG",50,0.085
"Th17","IFNG",51,0.1
"Th17","IFNG",52,0.1
"Th17","IFNG",53,0.105
"Th17","IFNG",54,0.095
"Th17","IFNG",55,0.095
"Th17","IFNG",56,0.095
"Th17","IFNG",57,0.095
"Th17","IFNG",58,0.1
"Th17","IFNG",59,0.1
"Th17","IFNG",60,0.095
"Th17","IFNG",61,0.09
"Th17","IFNG",62,0.095
"Th17","IFNG",63,0.095
"Th17","IFNG",64,0.09
"Th17","IFNG",65,0.085
"Th17","IFNG",66,0.07
"Th17","IFNG",67,0.06
"Th17","IFNG",68,0.045
"Th17","IFNG",69,0.04
"Th17","IFNG",70,0.04
"Th17","IFNG",71,0.025
"Th17","IFNG",72,0.025
"Th17","IFNG",73,0.025
"Th17","IFNG",74,0.02
"Th17","IFNG",75,0.02
"Th17","IFNG",76,0.015
"Th17","IFNG",77,0.015
"Th17","IFNG",78,0.01
"Th17","IFNG",79,0.005
"Th17","IFNG",80,0.005
"Th17","IFNG",81,0.005
"Th17","IFNG",82,0.005
"Th17","IFNG",83,0
"Th17","IFNG",84,0
"Th17","IFNG",85,0
"Th17","IFNG",86,0
"Th17","IFNG",87,0
"Th17","IFNG",88,0
"Th17","IFNG",89,0
"Th17","IFNG",90,0
"Th17","IFNG",91,0
"Th17","IFNG",92,0.005
"Th17","IFNG",93,0.01
"Th17","IFNG",94,0.01
"Th17","IFNG",95,0.02
"Th17","IFNG",96,0.02
"Th17","IFNG",97,0.02
"Th17","IFNG",98,0.02
"Th17","IFNG",99,0.02
"Th17","IFNG",100,0.02
"Th17","IFNG",101,0.025
"Th17","IFNG",102,0.03
"Th17","IFNG",103,0.025
"Th17","IFNG",104,0.02
"Th17","IFNG",105,0.02
"Th17","IFNG",106,0.02
"Th17","IFNG",107,0.03
"Th17","IFNG",108,0.03
"Th17","IFNG",109,0.03
"Th17","IFNG",110,0.025
"Th17","IFNG",111,0.03
"Th17","IFNG",112,0.03
"Th17","IFNG",113,0.035
"Th17","IFNG",114,0.045
"Th17","IFNG",115,0.04
"Th17","IFNG",116,0.055
"Th17","IFNG",117,0.055
"Th17","IFNG",118,0.06
"Th17","IFNG",119,0.055
"Th17","IFNG",120,0.065
"Th17","IFNG",121,0.065
"Th17","IFNG",122,0.055
"Th17","IFNG",123,0.06
"Th17","IFNG",124,0.06
"Th17","IFNG",125,0.05
"Th17","IFNG",126,0.055
"Th17","IFNG",127,0.045
"Th17","IFNG",128,0.045
"Th17","IFNG",129,0.025
"Th17","IFNG",130,0.025
"Th17","IFNG",131,0.015
"Th17","IFNG",132,0.015
"Th17","IFNG",133,0.01
"Th17","IFNG",134,0.01
"Th17","IFNG",135,0.005
"Th17","IFNG",136,0.005
"Th17","IFNG",137,0
"Th17","IFNG",138,0
"Th17","IFNG",139,0
"Th17","IFNG",140,0
"Th17","IFNG",141,0
"Th17","IFNG",142,0
"Th17","IFNG",143,0
"Th17","IFNG",144,0
"Th17","IFNG",145,0
"Th17","IFNG",146,0
"Th17","IFNG",147,0
"Th17","IFNG",148,0.005
"Th17","IFNG",149,0.005
"Th17","IFNG",150,0.005
"Th17","IFNG",151,0.005
"Th17","IFNG",152,0.01
"Th17","IFNG",153,0.015
"Th17","IFNG",154,0.015
"Th17","IFNG",155,0.01
"Th17","IFNG",156,0.01
"Th17","IFNG",157,0.02
"Th17","IFNG",158,0.03
"Th17","IFNG",159,0.035
"Th17","IFNG",160,0.035
"Th17","IFNG",161,0.035
"Th17","IFNG",162,0.035
"Th17","IFNG",163,0.04
"Th17","IFNG",164,0.04
"Th17","IFNG",165,0.04
"Th17","IFNG",166,0.045
"Th17","IFNG",167,0.045
"Th17","IFNG",168,0.045
"Th17","IFNG",169,0.04
"Th17","IFNG",170,0.035
"Th17","IFNG",171,0.04
"Th17","IFNG",172,0.04
"Th17","IFNG",173,0.035
"Th17","IFNG",174,0.045
"Th17","IFNG",175,0.045
"Th17","IFNG",176,0.045
"Th17","IFNG",177,0.05
"Th17","IFNG",178,0.055
"Th17","IFNG",179,0.05
"Th17","IFNG",180,0.05
"Th17","IFNG",181,0.05
"Th17","IFNG",182,0.04
"Th17","IFNG",183,0.035
"Th17","IFNG",184,0.035
"Th17","IFNG",185,0.03
"Th17","IFNG",186,0.03
"Th17","IFNG",187,0.025
"Th17","IFNG",188,0.015
"Th17","IFNG",189,0.01
"Th17","IFNG",190,0.01
"Th17","IFNG",191,0.01
"Th17","IFNG",192,0.01
"Th17","IFNG",193,0.01
"Th17","IFNG",194,0.005
"Th17","IFNG",195,0.005
"Th17","IFNG",196,0.005
"Th17","IFNG",197,0.005
"Th17","IFNG",198,0
"Th17","IFNG",199,0
"Th17","IFNG",200,0
"Th17","FOXO3",0,0
"Th17","FOXO3",1,0
"Th17","FOXO3",2,0.02
"Th17","FOXO3",3,0.045
"Th17","FOXO3",4,0.07
"Th17","FOXO3",5,0.105
"Th17","FOXO3",6,0.12
"Th17","FOXO3",7,0.145
"Th17","FOXO3",8,0.155
"Th17","FOXO3",9,0.175
"Th17","FOXO3",10,0.2
"Th17","FOXO3",11,0.205
"Th17","FOXO3",12,0.215
"Th17","FOXO3",13,0.23
"Th17","FOXO3",14,0.225
"Th17","FOXO3",15,0.22
"Th17","FOXO3",16,0.225
"Th17","FOXO3",17,0.22
"Th17","FOXO3",18,0.215
"Th17","FOXO3",19,0.22
"Th17","FOXO3",20,0.215
"Th17","FOXO3",21,0.205
"Th17","FOXO3",22,0.2
"Th17","FOXO3",23,0.195
"Th17","FOXO3",24,0.185
"Th17","FOXO3",25,0.185
"Th17","FOXO3",26,0.18
"Th17","FOXO3",27,0.18
"Th17","FOXO3",28,0.175
"Th17","FOXO3",29,0.165
"Th17","FOXO3",30,0.16
"Th17","FOXO3",31,0.16
"Th17","FOXO3",32,0.15
"Th17","FOXO3",33,0.15
"Th17","FOXO3",34,0.15
"Th17","FOXO3",35,0.15
"Th17","FOXO3",36,0.145
"Th17","FOXO3",37,0.14
"Th17","FOXO3",38,0.135
"Th17","FOXO3",39,0.125
"Th17","FOXO3",40,0.125
"Th17","FOXO3",41,0.115
"Th17","FOXO3",42,0.105
"Th17","FOXO3",43,0.1
"Th17","FOXO3",44,0.085
"Th17","FOXO3",45,0.08
"Th17","FOXO3",46,0.075
"Th17","FOXO3",47,0.07
"Th17","FOXO3",48,0.055
"Th17","FOXO3",49,0.05
"Th17","FOXO3",50,0.045
"Th17","FOXO3",51,0.045
"Th17","FOXO3",52,0.035
"Th17","FOXO3",53,0.035
"Th17","FOXO3",54,0.03
"Th17","FOXO3",55,0.02
"Th17","FOXO3",56,0.02
"Th17","FOXO3",57,0.015
"Th17","FOXO3",58,0.005
"Th17","FOXO3",59,0.005
"Th17","FOXO3",60,0.005
"Th17","FOXO3",61,0.005
"Th17","FOXO3",62,0.005
"Th17","FOXO3",63,0.005
"Th17","FOXO3",64,0.005
"Th17","FOXO3",65,0.005
"Th17","FOXO3",66,0.005
"Th17","FOXO3",67,0.005
"Th17","FOXO3",68,0.005
"Th17","FOXO3",69,0.005
"Th17","FOXO3",70,0.005
"Th17","FOXO3",71,0.005
"Th17","FOXO3",72,0.005
"Th17","FOXO3",73,0.005
"Th17","FOXO3",74,0.005
"Th17","FOXO3",75,0.005
"Th17","FOXO3",76,0.005
"Th17","FOXO3",77,0.005
"Th17","FOXO3",78,0.005
"Th17","FOXO3",79,0
"Th17","FOXO3",80,0
"Th17","FOXO3",81,0
"Th17","FOXO3",82,0
"Th17","FOXO3",83,0
"Th17","FOXO3",84,0
"Th17","FOXO3",85,0
"Th17","FOXO3",86,0
"Th17","FOXO3",87,0
"Th17","FOXO3",88,0
"Th17","FOXO3",89,0
"Th17","FOXO3",90,0
"Th17","FOXO3",91,0
"Th17","FOXO3",92,0
"Th17","FOXO3",93,0
"Th17","FOXO3",94,0
"Th17","FOXO3",95,0
"Th17","FOXO3",96,0
"Th17","FOXO3",97,0
"Th17","FOXO3",98,0
"Th17","FOXO3",99,0
"Th17","FOXO3",100,0
"Th17","FOXO3",101,0
"Th17","FOXO3",102,0
"Th17","FOXO3",103,0
"Th17","FOXO3",104,0
"Th17","FOXO3",105,0
"Th17","FOXO3",106,0
"Th17","FOXO3",107,0
"Th17","FOXO3",108,0
"Th17","FOXO3",109,0
"Th17","FOXO3",110,0
"Th17","FOXO3",111,0
"Th17","FOXO3",112,0
"Th17","FOXO3",113,0
"Th17","FOXO3",114,0
"Th17","FOXO3",115,0
"Th17","FOXO3",116,0
"Th17","FOXO3",117,0
"Th17","FOXO3",118,0
"Th17","FOXO3",119,0
"Th17","FOXO3",120,0
"Th17","FOXO3",121,0
"Th17","FOXO3",122,0
"Th17","FOXO3",123,0
"Th17","FOXO3",124,0
"Th17","FOXO3",125,0
"Th17","FOXO3",126,0
"Th17","FOXO3",127,0
"Th17","FOXO3",128,0
"Th17","FOXO3",129,0
"Th17","FOXO3",130,0
"Th17","FOXO3",131,0
"Th17","FOXO3",132,0
"Th17","FOXO3",133,0
"Th17","FOXO3",134,0
"Th17","FOXO3",135,0
"Th17","FOXO3",136,0
"Th17","FOXO3",137,0
"Th17","FOXO3",138,0
"Th17","FOXO3",139,0
"Th17","FOXO3",140,0
"Th17","FOXO3",141,0
"Th17","FOXO3",142,0
"Th17","FOXO3",143,0
"Th17","FOXO3",144,0
"Th17","FOXO3",145,0
"Th17","FOXO3",146,0
"Th17","FOXO3",147,0
"Th17","FOXO3",148,0
"Th17","FOXO3",149,0
"Th17","FOXO3",150,0
"Th17","FOXO3",151,0
"Th17","FOXO3",152,0
"Th17","FOXO3",153,0
"Th17","FOXO3",154,0
"Th17","FOXO3",155,0
"Th17","FOXO3",156,0
"Th17","FOXO3",157,0
"Th17","FOXO3",158,0
"Th17","FOXO3",159,0
"Th17","FOXO3",160,0
"Th17","FOXO3",161,0
"Th17","FOXO3",162,0
"Th17","FOXO3",163,0
"Th17","FOXO3",164,0
"Th17","FOXO3",165,0
"Th17","FOXO3",166,0
"Th17","FOXO3",167,0
"Th17","FOXO3",168,0
"Th17","FOXO3",169,0
"Th17","FOXO3",170,0
"Th17","FOXO3",171,0
"Th17","FOXO3",172,0
"Th17","FOXO3",173,0
"Th17","FOXO3",174,0
"Th17","FOXO3",175,0
"Th17","FOXO3",176,0
"Th17","FOXO3",177,0
"Th17","FOXO3",178,0
"Th17","FOXO3",179,0
"Th17","FOXO3",180,0
"Th17","FOXO3",181,0
"Th17","FOXO3",182,0
"Th17","FOXO3",183,0
"Th17","FOXO3",184,0
"Th17","FOXO3",185,0
"Th17","FOXO3",186,0
"Th17","FOXO3",187,0
"Th17","FOXO3",188,0
"Th17","FOXO3",189,0
"Th17","FOXO3",190,0
"Th17","FOXO3",191,0
"Th17","FOXO3",192,0
"Th17","FOXO3",193,0
"Th17","FOXO3",194,0
"Th17","FOXO3",195,0
"Th17","FOXO3",196,0
"Th17","FOXO3",197,0
"Th17","FOXO3",198,0
"Th17","FOXO3",199,0
"Th17","FOXO3",200,0
"Th17","TP53",0,0
"Th17","TP53",1,0.125
"Th17","TP53",2,0.225
"Th17","TP53",3,0.34
"Th17","TP53",4,0.415
"Th17","TP53",5,0.47
"Th17","TP53",6,0.53
"Th17","TP53",7,0.58
"Th17","TP53",8,0.62
"Th17","TP53",9,0.625
"Th17","TP53",10,0.66
"Th17","TP53",11,0.66
"Th17","TP53",12,0.685
"Th17","TP53",13,0.69
"Th17","TP53",14,0.71
"Th17","TP53",15,0.71
"Th17","TP53",16,0.77
"Th17","TP53",17,0.8
"Th17","TP53",18,0.84
"Th17","TP53",19,0.895
"Th17","TP53",20,0.94
"Th17","TP53",21,0.965
"Th17","TP53",22,1.015
"Th17","TP53",23,1.035
"Th17","TP53",24,1.08
"Th17","TP53",25,1.115
"Th17","TP53",26,1.12
"Th17","TP53",27,1.175
"Th17","TP53",28,1.18
"Th17","TP53",29,1.2
"Th17","TP53",30,1.23
"Th17","TP53",31,1.235
"Th17","TP53",32,1.28
"Th17","TP53",33,1.325
"Th17","TP53",34,1.35
"Th17","TP53",35,1.365
"Th17","TP53",36,1.38
"Th17","TP53",37,1.415
"Th17","TP53",38,1.43
"Th17","TP53",39,1.455
"Th17","TP53",40,1.485
"Th17","TP53",41,1.52
"Th17","TP53",42,1.545
"Th17","TP53",43,1.57
"Th17","TP53",44,1.6
"Th17","TP53",45,1.615
"Th17","TP53",46,1.62
"Th17","TP53",47,1.65
"Th17","TP53",48,1.67
"Th17","TP53",49,1.695
"Th17","TP53",50,1.71
"Th17","TP53",51,1.73
"Th17","TP53",52,1.74
"Th17","TP53",53,1.755
"Th17","TP53",54,1.76
"Th17","TP53",55,1.785
"Th17","TP53",56,1.8
"Th17","TP53",57,1.82
"Th17","TP53",58,1.84
"Th17","TP53",59,1.865
"Th17","TP53",60,1.885
"Th17","TP53",61,1.9
"Th17","TP53",62,1.91
"Th17","TP53",63,1.925
"Th17","TP53",64,1.935
"Th17","TP53",65,1.95
"Th17","TP53",66,1.955
"Th17","TP53",67,1.96
"Th17","TP53",68,1.97
"Th17","TP53",69,1.97
"Th17","TP53",70,1.975
"Th17","TP53",71,1.98
"Th17","TP53",72,1.98
"Th17","TP53",73,1.985
"Th17","TP53",74,1.985
"Th17","TP53",75,1.99
"Th17","TP53",76,1.99
"Th17","TP53",77,1.99
"Th17","TP53",78,1.99
"Th17","TP53",79,1.99
"Th17","TP53",80,1.99
"Th17","TP53",81,1.99
"Th17","TP53",82,2
"Th17","TP53",83,2
"Th17","TP53",84,2
"Th17","TP53",85,2
"Th17","TP53",86,2
"Th17","TP53",87,2
"Th17","TP53",88,2
"Th17","TP53",89,2
"Th17","TP53",90,2
"Th17","TP53",91,2
"Th17","TP53",92,2
"Th17","TP53",93,2
"Th17","TP53",94,2
"Th17","TP53",95,2
"Th17","TP53",96,2
"Th17","TP53",97,2
"Th17","TP53",98,2
"Th17","TP53",99,2
"Th17","TP53",100,2
"Th17","TP53",101,2
"Th17","TP53",102,2
"Th17","TP53",103,2
"Th17","TP53",104,2
"Th17","TP53",105,2
"Th17","TP53",106,2
"Th17","TP53",107,2
"Th17","TP53",108,2
"Th17","TP53",109,2
"Th17","TP53",110,2
"Th17","TP53",111,2
"Th17","TP53",112,2
"Th17","TP53",113,2
"Th17","TP53",114,2
"Th17","TP53",115,2
"Th17","TP53",116,2
"Th17","TP53",117,2
"Th17","TP53",118,2
"Th17","TP53",119,2
"Th17","TP53",120,2
"Th17","TP53",121,2
"Th17","TP53",122,2
"Th17","TP53",123,2
"Th17","TP53",124,2
"Th17","TP53",125,2
"Th17","TP53",126,2
"Th17","TP53",127,2
"Th17","TP53",128,2
"Th17","TP53",129,2
"Th17","TP53",130,2
"Th17","TP53",131,2
"Th17","TP53",132,2
"Th17","TP53",133,2
"Th17","TP53",134,2
"Th17","TP53",135,2
"Th17","TP53",136,2
"Th17","TP53",137,2
"Th17","TP53",138,2
"Th17","TP53",139,2
"Th17","TP53",140,2
"Th17","TP53",141,2
"Th17","TP53",142,2
"Th17","TP53",143,2
"Th17","TP53",144,2
"Th17","TP53",145,2
"Th17","TP53",146,2
"Th17","TP53",147,2
"Th17","TP53",148,2
"Th17","TP53",149,2
"Th17","TP53",150,2
"Th17","TP53",151,2
"Th17","TP53",152,2
"Th17","TP53",153,2
"Th17","TP53",154,2
"Th17","TP53",155,2
"Th17","TP53",156,2
"Th17","TP53",157,2
"Th17","TP53",158,2
"Th17","TP53",159,2
"Th17","TP53",160,2
"Th17","TP53",161,2
"Th17","TP53",162,2
"Th17","TP53",163,2
"Th17","TP53",164,2
"Th17","TP53",165,2
"Th17","TP53",166,2
"Th17","TP53",167,2
"Th17","TP53",168,2
"Th17","TP53",169,2
"Th17","TP53",170,2
"Th17","TP53",171,2
"Th17","TP53",172,2
"Th17","TP53",173,2
"Th17","TP53",174,2
"Th17","TP53",175,2
"Th17","TP53",176,2
"Th17","TP53",177,2
"Th17","TP53",178,2
"Th17","TP53",179,2
"Th17","TP53",180,2
"Th17","TP53",181,2
"Th17","TP53",182,2
"Th17","TP53",183,2
"Th17","TP53",184,2
"Th17","TP53",185,2
"Th17","TP53",186,2
"Th17","TP53",187,2
"Th17","TP53",188,2
"Th17","TP53",189,2
"Th17","TP53",190,2
"Th17","TP53",191,2
"Th17","TP53",192,2
"Th17","TP53",193,2
"Th17","TP53",194,2
"Th17","TP53",195,2
"Th17","TP53",196,2
"Th17","TP53",197,2
"Th17","TP53",198,2
"Th17","TP53",199,2
"Th17","TP53",200,2
"Th17","MDM2",0,0
"Th17","MDM2",1,0.085
"Th17","MDM2",2,0.15
"Th17","MDM2",3,0.26
"Th17","MDM2",4,0.33
"Th17","MDM2",5,0.395
"Th17","MDM2",6,0.455
"Th17","MDM2",7,0.53
"Th17","MDM2",8,0.595
"Th17","MDM2",9,0.62
"Th17","MDM2",10,0.65
"Th17","MDM2",11,0.65
"Th17","MDM2",12,0.63
"Th17","MDM2",13,0.66
"Th17","MDM2",14,0.645
"Th17","MDM2",15,0.63
"Th17","MDM2",16,0.6
"Th17","MDM2",17,0.57
"Th17","MDM2",18,0.58
"Th17","MDM2",19,0.565
"Th17","MDM2",20,0.57
"Th17","MDM2",21,0.535
"Th17","MDM2",22,0.495
"Th17","MDM2",23,0.485
"Th17","MDM2",24,0.48
"Th17","MDM2",25,0.46
"Th17","MDM2",26,0.44
"Th17","MDM2",27,0.425
"Th17","MDM2",28,0.41
"Th17","MDM2",29,0.395
"Th17","MDM2",30,0.385
"Th17","MDM2",31,0.365
"Th17","MDM2",32,0.335
"Th17","MDM2",33,0.32
"Th17","MDM2",34,0.305
"Th17","MDM2",35,0.3
"Th17","MDM2",36,0.295
"Th17","MDM2",37,0.285
"Th17","MDM2",38,0.275
"Th17","MDM2",39,0.255
"Th17","MDM2",40,0.245
"Th17","MDM2",41,0.23
"Th17","MDM2",42,0.215
"Th17","MDM2",43,0.215
"Th17","MDM2",44,0.205
"Th17","MDM2",45,0.19
"Th17","MDM2",46,0.185
"Th17","MDM2",47,0.17
"Th17","MDM2",48,0.17
"Th17","MDM2",49,0.135
"Th17","MDM2",50,0.13
"Th17","MDM2",51,0.11
"Th17","MDM2",52,0.095
"Th17","MDM2",53,0.08
"Th17","MDM2",54,0.065
"Th17","MDM2",55,0.05
"Th17","MDM2",56,0.045
"Th17","MDM2",57,0.035
"Th17","MDM2",58,0.03
"Th17","MDM2",59,0.02
"Th17","MDM2",60,0.015
"Th17","MDM2",61,0.015
"Th17","MDM2",62,0.015
"Th17","MDM2",63,0.01
"Th17","MDM2",64,0.005
"Th17","MDM2",65,0.005
"Th17","MDM2",66,0.005
"Th17","MDM2",67,0
"Th17","MDM2",68,0
"Th17","MDM2",69,0
"Th17","MDM2",70,0
"Th17","MDM2",71,0
"Th17","MDM2",72,0
"Th17","MDM2",73,0
"Th17","MDM2",74,0
"Th17","MDM2",75,0
"Th17","MDM2",76,0
"Th17","MDM2",77,0
"Th17","MDM2",78,0
"Th17","MDM2",79,0
"Th17","MDM2",80,0
"Th17","MDM2",81,0
"Th17","MDM2",82,0
"Th17","MDM2",83,0
"Th17","MDM2",84,0
"Th17","MDM2",85,0
"Th17","MDM2",86,0
"Th17","MDM2",87,0
"Th17","MDM2",88,0
"Th17","MDM2",89,0
"Th17","MDM2",90,0
"Th17","MDM2",91,0
"Th17","MDM2",92,0
"Th17","MDM2",93,0
"Th17","MDM2",94,0
"Th17","MDM2",95,0
"Th17","MDM2",96,0
"Th17","MDM2",97,0
"Th17","MDM2",98,0
"Th17","MDM2",99,0
"Th17","MDM2",100,0
"Th17","MDM2",101,0
"Th17","MDM2",102,0
"Th17","MDM2",103,0
"Th17","MDM2",104,0
"Th17","MDM2",105,0
"Th17","MDM2",106,0
"Th17","MDM2",107,0
"Th17","MDM2",108,0
"Th17","MDM2",109,0
"Th17","MDM2",110,0
"Th17","MDM2",111,0
"Th17","MDM2",112,0
"Th17","MDM2",113,0
"Th17","MDM2",114,0
"Th17","MDM2",115,0
"Th17","MDM2",116,0
"Th17","MDM2",117,0
"Th17","MDM2",118,0
"Th17","MDM2",119,0
